id,adres_id,nazwa,imie,nazwisko,nip
81,81,Władysław Ostafin z o.o.,Władysław,Ostafin,2421053445
82,82,,Janusz,Hempel,
83,83,,Bernard,Doskoczyński,
84,84,,Edwin,Walkowski,
85,85,,Wiesław,Stempkowski,
86,86,Paweł Kuszelewski z o.o.,Paweł,Kuszelewski,6489489474
87,87,,Stefan,Kochański,
88,88,,Fryderyk,Zabielski,
89,89,Andrzej Tabisz z o.o.,Andrzej,Tabisz,6980040572
90,90,,Zenon,Jungrav,
91,91,,Wincenty,Zawiślański,
92,92,Cezary Batycki z o.o.,Cezary,Batycki,8639863540
93,93,,Medard,Łojek,
94,94,,Feliks,Maćkowski,
95,95,Paweł Jeleń z o.o.,Paweł,Jeleń,7539035789
96,96,Fryderyk Załuska z o.o.,Fryderyk,Załuska,9311866366
97,97,Anastazy Adam z o.o.,Anastazy,Adam,3533160106
98,98,,Hieronim,Bobicki,
99,99,,Antoni,Walczak,
100,100,Tytus Bilor z o.o.,Tytus,Bilor,7928685115
101,101,,Bazyli,Bończa-Tomaszewski,
102,102,,Norbert,Janowski,
103,103,,Roman,Topór-Wąsowski,
104,104,Ksawery Kitlas z o.o.,Ksawery,Kitlas,9015697428
105,105,,Konrad,Leśniak,
106,106,Ryszard Demkowski z o.o.,Ryszard,Demkowski,8105223209
107,107,,Sylwester,Machlejd,
108,108,Gustaw Murdza z o.o.,Gustaw,Murdza,6043972638
109,109,Antoni Prauziński z o.o.,Antoni,Prauziński,8259172184
110,110,,Ottokar,Chojnowski,
111,111,,Fuad,Belohlavek,
112,112,Gabriel Barwiołek z o.o.,Gabriel,Barwiołek,7836150578
113,113,,Juliusz,Kierkowski,
114,114,Leonard Zemanek z o.o.,Leonard,Zemanek,9116176295
115,115,,Fryderyk,Culic,
116,116,,Eugeniusz,Burczak,
117,117,,Czesław,Dąbek,
118,118,,Franciszek,Namysł,
119,119,Konrad Batsch z o.o.,Konrad,Batsch,3197950727
120,120,,Modest,Unrug,
121,121,,Hieronim,Bilmin,
122,122,,Eugeniusz,Skoczylas,
123,123,Bronisław Czerny z o.o.,Bronisław,Czerny,6678537937
124,124,Apolinary Budzik z o.o.,Apolinary,Budzik,4615037102
125,125,,Maria,Ciosański,
126,126,Janusz Panek z o.o.,Janusz,Panek,1408534647
127,127,,Piotr,Demkowski,
128,128,Ignacy Karśnicki z o.o.,Ignacy,Karśnicki,5697633218
129,129,,Heliodor,Zegarski,
130,130,Ottokar Lewiński z o.o.,Ottokar,Lewiński,5261244487
131,131,,Szymon,Baczkowski,
132,132,,Leon,Bigda,
133,133,Szymon Kostecki z o.o.,Szymon,Kostecki,3108422351
134,134,Stefan Witecki z o.o.,Stefan,Witecki,1734628488
135,135,,Alojzy,Hecht,
136,136,,Otton,Romański,
137,137,,Mieczysław,Gatty-Kostyal,
138,138,,Ksawery,Knapp,
139,139,,Gerard,Wilczyński,
140,140,Xawery Strzelczyk z o.o.,Xawery,Strzelczyk,5480672161
141,141,Dobiesław Łagiewski z o.o.,Dobiesław,Łagiewski,6767957210
142,142,Szczęsny Kojder z o.o.,Szczęsny,Kojder,5159760503
143,143,Sergiusz Krzywiec z o.o.,Sergiusz,Krzywiec,1901653339
144,144,Maria Benbenek z o.o.,Maria,Benbenek,5794645223
145,145,,Zygfryd,Szczypa,
146,146,Heliodor Sitko z o.o.,Heliodor,Sitko,2458969964
147,147,Ignacy Kubicki z o.o.,Ignacy,Kubicki,7774056898
148,148,,Walery,Zawisza,
149,149,,Marian,Piech,
150,150,,Ludomił,Drapella,
151,151,,Melchior,Kosianowski,
152,152,Włodzimierz Szłapa z o.o.,Włodzimierz,Szłapa,3369968378
153,153,Sergiusz Łojek z o.o.,Sergiusz,Łojek,6412716207
154,154,,Wilhelm,Rentgen-Güntner,
155,155,,Lech,Kruk-Śmigla,
156,156,Juliusz Getter z o.o.,Juliusz,Getter,5792317798
157,157,,Bronisław,Demkowski,
158,158,,Stanisław,Czerkawski,
159,159,,Zygfryd,Perkowicz,
160,160,Melchior Mozdyniewicz z o.o.,Melchior,Mozdyniewicz,6725932313
161,161,Walerian Gołogórski z o.o.,Walerian,Gołogórski,6395827082
162,162,Bernard Liebich z o.o.,Bernard,Liebich,3086682842
163,163,Bronisław Brayczewski z o.o.,Bronisław,Brayczewski,8384598279
164,164,Bruno Hinterhoff z o.o.,Bruno,Hinterhoff,2296979147
165,165,Rajmund Chwalibóg z o.o.,Rajmund,Chwalibóg,3521397136
166,166,,Stanisław,Szeptycki,
167,167,,Artur,Bazarnik,
168,168,Antoni Matuszek z o.o.,Antoni,Matuszek,5563217928
169,169,Marek Kubala z o.o.,Marek,Kubala,5825521486
170,170,,Ottokar,Przewłocki,
171,171,,Medard,Zimmer,
172,172,,Hugo,Mikołajczyk,
173,173,,Roman,Janowski,
174,174,Kazimierz Zygmuntowicz z o.o.,Kazimierz,Zygmuntowicz,9593047737
175,175,Wiesław Zemanek z o.o.,Wiesław,Zemanek,5117254084
176,176,,Kornel,Maciejowski,
177,177,,Gustaw,Siwula,
178,178,Melchior Bryliński z o.o.,Melchior,Bryliński,9911763050
179,179,,Xawery,Żongołłowicz,
180,180,Romuald Bielak z o.o.,Romuald,Bielak,6199570997
181,181,,Hieronim,Dorantt,
182,182,,Teodor,Śpiewak,
183,183,Herman Kielar z o.o.,Herman,Kielar,7464493257
184,184,,Aleksander,Lilienfeld-Krzewski,
185,185,Mieczysław Litwinowicz z o.o.,Mieczysław,Litwinowicz,3333486201
186,186,Emanuel Prugar z o.o.,Emanuel,Prugar,2891993288
187,187,,Emilian,Budzianowski,
188,188,Teodor Sosnkowski z o.o.,Teodor,Sosnkowski,8033993198
189,189,,Czesław,Ryziński,
190,190,,Plato,Hordt,
191,191,Lucjan Piro z o.o.,Lucjan,Piro,9680572220
192,192,,Józef,Sztark,
193,193,,Ferdynand,Burczak,
194,194,,Walerian,Bańkowski,
195,195,,Euzebiusz,Maluszycki,
196,196,,Euzebiusz,Merwin,
197,197,Walerian Marszewski z o.o.,Walerian,Marszewski,7073242804
198,198,,Anastazy,Majewski,
199,199,,Herman,Skrzydlewski,
200,200,,Bronisław,Quirini,
201,201,Teodor Ruchaj z o.o.,Teodor,Ruchaj,2956168162
202,202,Lucjan Bogusławski z o.o.,Lucjan,Bogusławski,9446875734
203,203,,Edmund,Grączykowski,
204,204,,Bronisław,Szklarek,
205,205,Wiesław Wierzba z o.o.,Wiesław,Wierzba,3162138662
206,206,Anastazy Waśkiewicz z o.o.,Anastazy,Waśkiewicz,4068857162
207,207,,Sergiusz,Jacyna,
208,208,,Juliusz,Wertheim,
209,209,Sylwester Kawecki z o.o.,Sylwester,Kawecki,6545389966
210,210,,Bronisław,Mazurkiewicz,
211,211,,Piotr,Hörl,
212,212,,Wincenty,Gierka,
213,213,Melchior Warmuzek z o.o.,Melchior,Warmuzek,9037626222
214,214,,Marian,Gierka,
215,215,Felicjan Sulimirski z o.o.,Felicjan,Sulimirski,9472456665
216,216,Alfons Szydłowski z o.o.,Alfons,Szydłowski,7336990950
217,217,Jędrzej Kamiński z o.o.,Jędrzej,Kamiński,4314619013
218,218,,Edwin,Zborzil,
219,219,Norbert Hordt z o.o.,Norbert,Hordt,6804712875
220,220,,Norbert,Durski-Trzaska,
221,221,,Zygmunt,Marecki,
222,222,,Stanisław,Wądołkowski,
223,223,Gerard Zegarski z o.o.,Gerard,Zegarski,2990050262
224,224,Szymon Młotek z o.o.,Szymon,Młotek,6455422804
225,225,Eugeniusz Tupaj-Isertingen z o.o.,Eugeniusz,Tupaj-Isertingen,8349243573
226,226,Rudolf Panek z o.o.,Rudolf,Panek,9032116240
227,227,Chrystian Piotrowski z o.o.,Chrystian,Piotrowski,1968024927
228,228,,Łucjan,Bittner,
229,229,Konstanty Bocheński z o.o.,Konstanty,Bocheński,6853836202
230,230,,Edmund,Dominik,
231,231,,Piotr,Kozłowski,
232,232,Brunon Machnicki z o.o.,Brunon,Machnicki,1303381116
233,233,Mieczysław Dubiski z o.o.,Mieczysław,Dubiski,1544336706
234,234,Hieronim Witorzeniec z o.o.,Hieronim,Witorzeniec,5900000921
235,235,,Romuald,Rybak,
236,236,,Kazimierz,Kwaśniewski,
237,237,,Lucjan,Merwin,
238,238,,Feliks,Barczyk,
239,239,Łucjan Baraniecki z o.o.,Łucjan,Baraniecki,5201444447
240,240,,Marcin,Tupaj-Isertingen,
241,241,Eugeniusz Myszkowski z o.o.,Eugeniusz,Myszkowski,4724734218
242,242,,Leonard,Cendro,
243,243,Ignacy Pióro z o.o.,Ignacy,Pióro,4435471124
244,244,,Zdzisław,Maskowicz,
245,245,,Teodor,Gierulewicz,
246,246,,Medard,Berezowski,
247,247,Łucjan Papara z o.o.,Łucjan,Papara,5653099464
248,248,,Edwin,Horoch,
249,249,Gerard Dębowski z o.o.,Gerard,Dębowski,6601695627
250,250,,Jarosław,Szepieniec,
251,251,,Kanty,Durski-Trzaska,
252,252,,Rajmund,Szymański,
253,253,Alojzy Landau z o.o.,Alojzy,Landau,3637484363
254,254,,Adolf,Rzepecki,
255,255,Fryderyk Trzos z o.o.,Fryderyk,Trzos,9463078911
256,256,Bazyli Pachucki z o.o.,Bazyli,Pachucki,5523935031
257,257,,Teofil,Schuster-Kruk,
258,258,,Filip,Świnarski,
259,259,,Włodzimierz,Bilewski,
260,260,,Leszek,Bauer,
261,261,Chrystian Wańkowicz z o.o.,Chrystian,Wańkowicz,4318490503
262,262,,Piotr,Bydliński,
263,263,Hipolit Olędzki z o.o.,Hipolit,Olędzki,9753887992
264,264,,Olgierd,Seib,
265,265,,Gabriel,Hein,
266,266,,Emanuel,Benesch,
267,267,,Erazm,Celarski,
268,268,Tadeusz Bydliński z o.o.,Tadeusz,Bydliński,3474256817
269,269,,Jakub,Litwinowicz,
270,270,,Apolinary,Arciszewski,
271,271,Janusz Koczwara z o.o.,Janusz,Koczwara,2524946433
272,272,,Mieczysław,Ratułowski,
273,273,,Melchior,Zawisza de Sulima,
274,274,,Ernest,Kostecki,
275,275,,Gwidon,Dworak,
276,276,Edmund Bereza z o.o.,Edmund,Bereza,9821968253
277,277,,Wojciech,Topór-Wąsowski,
278,278,,Lesław,Ostafin,
279,279,,Emilian,Sołtan,
280,280,Edward Furgalski z o.o.,Edward,Furgalski,8268490607
281,281,Marian Beck z o.o.,Marian,Beck,9676569279
282,282,,Ryszard,Jankowski,
283,283,Konrad Czyż z o.o.,Konrad,Czyż,4438759450
284,284,,Szczęsny,Znamirowski,
285,285,,Marcin,Szumański,
286,286,,Walery,Sztark,
287,287,,Wilhelm,Tabaczyński,
288,288,,Chrystian,Bielecki,
289,289,,Maksymilian,Jung,
290,290,,Teofil,Bigda,
291,291,,Plato,Tumidajski,
292,292,,Chrystian,Seredyński,
293,293,,Andrzej,Kras,
294,294,,Ernest,Roliński,
295,295,Teofil Bartczak z o.o.,Teofil,Bartczak,7510739512
296,296,,Edmund,Bogusz,
297,297,,Ryszard,Langrod,
298,298,,Apolinary,Wolnowski,
299,299,,Adolf,Skrzywanek,
300,300,Zygmunt Denhoff-Czarnocki z o.o.,Zygmunt,Denhoff-Czarnocki,4491522712
301,301,,Lesław,Damięcki,
302,302,Ignacy Luśniak z o.o.,Ignacy,Luśniak,6723014982
303,303,Teofil Rolewicz z o.o.,Teofil,Rolewicz,5390466461
304,304,Stefan Czyżewicz z o.o.,Stefan,Czyżewicz,7842618798
305,305,,Bohdan,Poschinger,
306,306,,Konrad,Małachowski,
307,307,,Łucjan,Bończa-Tomaszewski,
308,308,,Marceli,Skoczylas,
309,309,,Ludwik,Węda,
310,310,,Tomasz,Kuciel,
311,311,,Ludwik,Przeździecki,
312,312,Brunon Wrzosek z o.o.,Brunon,Wrzosek,5646110720
313,313,Osman Czaykowski z o.o.,Osman,Czaykowski,4976496908
314,314,Feliks Kwaśniewski z o.o.,Feliks,Kwaśniewski,1399999989
315,315,Tomasz Bielec z o.o.,Tomasz,Bielec,9346559892
316,316,Ignacy Baraniecki z o.o.,Ignacy,Baraniecki,7062626490
317,317,,Antoni,Głogowski,
318,318,Feliks Kapuściński z o.o.,Feliks,Kapuściński,2447311905
319,319,,Wojciech,Zborzil,
320,320,,Leonard,Celarski,
321,321,Mieczysław Ryl z o.o.,Mieczysław,Ryl,8025615622
322,322,,Bazyli,Floryanowicz,
323,323,,Justyn,Moraczewski,
324,324,Ignacy Tarchalski z o.o.,Ignacy,Tarchalski,6549134364
325,325,Fuad Wądołkowski z o.o.,Fuad,Wądołkowski,5726948040
326,326,,Anastazy,Boroń,
327,327,Szczęsny Furs-Żyrkiewicz z o.o.,Szczęsny,Furs-Żyrkiewicz,2878822027
328,328,,Kazimierz,Tupaj-Isertingen,
329,329,,Marceli,Nekanda-Trepka,
330,330,Gustaw Kruk-Śmigla z o.o.,Gustaw,Kruk-Śmigla,4331695359
331,331,,Tadeusz,Skokowski,
332,332,,Artur,Mirny,
333,333,Gerard Kubiczek z o.o.,Gerard,Kubiczek,5513990946
334,334,,Rafał,Kijak,
335,335,,Gustaw,Bielak,
336,336,,Michał,Szeptycki,
337,337,,Alojzy,Jarosz-Kamionka,
338,338,Szymon Pinkas z o.o.,Szymon,Pinkas,5393994491
339,339,,Julian,Bujnicki,
340,340,,Artur,Kruszyński,
341,341,,Brunon,Rodzeń,
342,342,,Ludomił,Zioło,
343,343,Bohdan Jampolski z o.o.,Bohdan,Jampolski,9819315645
344,344,,Edmund,Drotlew,
345,345,,Leonard,Arciszewski,
346,346,,Emilian,Gano,
347,347,,Zygmunt,Bałaszeskul,
348,348,,Ludwik,Bartsch,
349,349,Hugo Bursa z o.o.,Hugo,Bursa,6613123592
350,350,,Apolinary,Voit,
351,351,Ignacy Podziemski z o.o.,Ignacy,Podziemski,5028067705
352,352,,Lucjan,Rożniecki,
353,353,,Narcyz,Wiloch,
354,354,Witold Sykulski z o.o.,Witold,Sykulski,3563897291
355,355,,Jędrzej,Banaszewski,
356,356,Teofil Pyz z o.o.,Teofil,Pyz,1557740353
357,357,Mieczysław Skoczylas z o.o.,Mieczysław,Skoczylas,2385000354
358,358,,Chrystian,Stefanicki,
359,359,,Adam,Sawczyński,
360,360,,Emanuel,Prugar-Ketling,
361,361,,Heliodor,Ostafin,
362,362,Benedykt Bartkowski z o.o.,Benedykt,Bartkowski,5025560273
363,363,Konrad Bukowski z o.o.,Konrad,Bukowski,5603429716
364,364,,Zygmunt,Blew,
365,365,,Kazimierz,Bettmann,
366,366,,Edmund,Kiełbasiński,
367,367,,Jędrzej,Bianchi,
368,368,,Zygmunt,Witwicki,
369,369,,Brunon,Urban,
370,370,,Aleksander,Kubala,
371,371,,Erazm,Bartkowiak,
372,372,,Lech,Bittner,
373,373,,Władysław,Jakubowski,
374,374,,Edward,Pecka,
375,375,Emil Stankiewicz z o.o.,Emil,Stankiewicz,8506775988
376,376,,Ignacy,Jarosz,
377,377,,Ryszard,Cwojdziński,
378,378,,Ludomił,Furgalski,
379,379,,Konrad,Bohomolec,
380,380,Walerian Kojder z o.o.,Walerian,Kojder,3850848668
381,381,,Leszek,Machlejd,
382,382,,Michał,Suzin,
383,383,,Tytus,Bryliński,
384,384,,Medard,Kosianowski,
385,385,,Rajmund,Bura,
386,386,,Piotr,Zygmuntowicz,
387,387,Modest Chełmoński z o.o.,Modest,Chełmoński,8995539884
388,388,,Leonard,Berski,
389,389,Rafał Oksza-Orzechowski z o.o.,Rafał,Oksza-Orzechowski,2080784874
390,390,,Wiesław,Gierulewicz,
391,391,Konrad Antoniewicz z o.o.,Konrad,Antoniewicz,6103487851
392,392,Emilian Ryziński z o.o.,Emilian,Ryziński,6326156918
393,393,,Antoni,Lamers,
394,394,Norbert Cencek z o.o.,Norbert,Cencek,9946267992
395,395,,Jan,Grynkiewicz-Sudnik,
396,396,Brunon Rowecki z o.o.,Brunon,Rowecki,8333312556
397,397,,Alfons,Taczak,
398,398,,Rafał,Baczkowski,
399,399,Jan Szklarek z o.o.,Jan,Szklarek,2179984190
400,400,Albert Mrowec z o.o.,Albert,Mrowec,9543960938
401,401,,Marian,Makowski,
402,402,Witold Ryziński z o.o.,Witold,Ryziński,8662557891
403,403,,Plato,Bura,
404,404,,Fryderyk,Lisowski,
405,405,,Melchior,Alf-Tarczyński,
406,406,,Emil,Siwula,
407,407,,Korneliusz,Gebel,
408,408,,Euzebiusz,Juszczyk,
409,409,,Maria,Małachowski,
410,410,,Adolf,Niemira,
411,411,,Justyn,Horodyński,
412,412,Filip Kowalczuk z o.o.,Filip,Kowalczuk,5261808972
413,413,Piotr Wędziagolski z o.o.,Piotr,Wędziagolski,3055307909
414,414,,Kornel,Jabłoński,
415,415,,Iwo,Grabowski,
416,416,Konstanty Murdza z o.o.,Konstanty,Murdza,6939936956
417,417,,Narcyz,Banasiewicz,
418,418,,Zbigniew,Bornstaedt,
419,419,Paweł Mazur z o.o.,Paweł,Mazur,6671265429
420,420,,Ernest,Łempicki,
421,421,Witold Dołęga-Mostowicz z o.o.,Witold,Dołęga-Mostowicz,4517864770
422,422,,Emilian,Chwalibóg,
423,423,,Olgierd,Buchta,
424,424,Jarosław Trzasko-Durski z o.o.,Jarosław,Trzasko-Durski,7307020699
425,425,,Teofil,Zagrodzki,
426,426,,Rudolf,Węgrzyn,
427,427,,Medard,Bursa,
428,428,Stanisław Chełmecki z o.o.,Stanisław,Chełmecki,1448185701
429,429,,Erwin,Wyskota-Zakrzewski,
430,430,Bazyli Waśkiewicz z o.o.,Bazyli,Waśkiewicz,2898001972
431,431,,Edward,Winicki,
432,432,Marceli Jeleń z o.o.,Marceli,Jeleń,4848015576
433,433,Konstanty Kayzer z o.o.,Konstanty,Kayzer,4839441252
434,434,Justyn Bartsch z o.o.,Justyn,Bartsch,6033063010
435,435,,Leszek,Grynkiewicz-Sudnik,
436,436,,Anastazy,Lewandowski,
437,437,,Rajmund,Ciałowicz,
438,438,Erazm Englisch z o.o.,Erazm,Englisch,1592644199
439,439,,Alfons,Olszewski,
440,440,,Jarosław,Żywocki,
441,441,Romuald Wrzosek z o.o.,Romuald,Wrzosek,6416131075
442,442,,Chrystian,Białkowski,
443,443,,Teodor,Nekanda-Trepka,
444,444,,Heliodor,Orawiec,
445,445,Chrystian Panek z o.o.,Chrystian,Panek,8881418134
446,446,Fuad Szłapa z o.o.,Fuad,Szłapa,9931612447
447,447,,Leszek,Minor,
448,448,Alojzy Foltyn z o.o.,Alojzy,Foltyn,1890364673
449,449,Bruno Sanojca z o.o.,Bruno,Sanojca,6883850478
450,450,,Gabriel,Szczerba,
451,451,,Włodzimierz,Czerkawski,
452,452,Rafał Markiel z o.o.,Rafał,Markiel,2288445815
453,453,Stefan Sosialuk z o.o.,Stefan,Sosialuk,1749555890
454,454,Medard Poschinger z o.o.,Medard,Poschinger,1854893770
455,455,,Gabriel,Bieńkowski,
456,456,Piotr Zaremba z o.o.,Piotr,Zaremba,1040188225
457,457,,Korneliusz,Socha,
458,458,,Leszek,Supniewski,
459,459,,Leonard,Lipiński,
460,460,Erwin Antoniak z o.o.,Erwin,Antoniak,8265869606
461,461,Janusz Olędzki z o.o.,Janusz,Olędzki,3157116818
462,462,Anastazy Mięsowicz z o.o.,Anastazy,Mięsowicz,1152256883
463,463,Bolesław Jabłoński z o.o.,Bolesław,Jabłoński,9192649145
464,464,,Leszek,Bianchi,
465,465,,Karol,Buchalski,
466,466,,Stefan,Abratowski,
467,467,Osman Czyżek z o.o.,Osman,Czyżek,4473562093
468,468,Walerian Szwojnicki z o.o.,Walerian,Szwojnicki,4600332566
469,469,,Romuald,Litwinowicz,
470,470,Xawery Choiński-Dzieduszycki z o.o.,Xawery,Choiński-Dzieduszycki,6275341501
471,471,,Janusz,Wolnowski,
472,472,Jerzy Wieruszewski z o.o.,Jerzy,Wieruszewski,2162788935
473,473,,Janusz,Merwin,
474,474,,Marceli,Ruśkiewicz,
475,475,,Chrystian,Topczewski,
476,476,,Maria,Wiącek,
477,477,,Gabriel,Zioło,
478,478,,Modest,Benbenek,
479,479,Iwo Podziemski z o.o.,Iwo,Podziemski,5180303636
480,480,,Ksawery,Kunicki,
481,481,,Plato,Trepto,
482,482,Zdzisław Żychoń z o.o.,Zdzisław,Żychoń,7765930975
483,483,,Hipolit,Lisowski,
484,484,,Jakub,Bierowski,
485,485,,Hieronim,Grzmot-Skotnicki,
486,486,Gustaw Prugar z o.o.,Gustaw,Prugar,7164639861
487,487,,Emanuel,Mochnacki,
488,488,,Władysław,Wiliński,
489,489,Michał Kinalski z o.o.,Michał,Kinalski,6052519153
490,490,,Leonard,Piasecki,
491,491,Wiktor Jugendfein z o.o.,Wiktor,Jugendfein,6793732025
492,492,Kazimierz Zbyszewski z o.o.,Kazimierz,Zbyszewski,2354108653
493,493,,Ludwik,Kosianowski,
494,494,Edmund Juszczacki z o.o.,Edmund,Juszczacki,4040236058
495,495,Heliodor Szczerba z o.o.,Heliodor,Szczerba,4287525493
496,496,Rudolf Bielejec z o.o.,Rudolf,Bielejec,7972012091
497,497,Leonard Berg z o.o.,Leonard,Berg,7282668867
498,498,Edmund Mikke z o.o.,Edmund,Mikke,6120826703
499,499,Roman Kojder z o.o.,Roman,Kojder,1861743779
500,500,,Adam,Łopatto,
501,501,,Walerian,Kubiński,
502,502,Alojzy Weisbach z o.o.,Alojzy,Weisbach,6126052307
503,503,,Filip,Czechowicz,
504,504,,Otton,Moraczewski,
505,505,,Emanuel,Palczyński,
506,506,Norbert Bohusz-Szyszko z o.o.,Norbert,Bohusz-Szyszko,9933441141
507,507,,Witold,Bobowski,
508,508,,Bazyli,Romański,
509,509,Leszek Biernat z o.o.,Leszek,Biernat,3373227188
510,510,Piotr Jarzębiński z o.o.,Piotr,Jarzębiński,5613123944
511,511,Ignacy Myszkowski z o.o.,Ignacy,Myszkowski,2324318202
512,512,Edward Ślaski z o.o.,Edward,Ślaski,5362042481
513,513,Chrystian Lechnicki z o.o.,Chrystian,Lechnicki,5433146387
514,514,,Olgierd,Stempniewicz,
515,515,,Marian,Paszkiewicz,
516,516,,Maria,Rzepecki,
517,517,,Jędrzej,Nalepa,
518,518,Modest Szczerba-Likiernik z o.o.,Modest,Szczerba-Likiernik,1620469501
519,519,,Alojzy,Korab-Janiewicz,
520,520,,Kanty,Łopatto,
521,521,August Brayczewski z o.o.,August,Brayczewski,9428100286
522,522,,Włodzimierz,Kolmer,
523,523,,Hugo,Zaremba,
524,524,Edmund Sztark z o.o.,Edmund,Sztark,1767501343
525,525,Norbert Marszewski z o.o.,Norbert,Marszewski,4500863846
526,526,Kazimierz Szacki z o.o.,Kazimierz,Szacki,6758701475
527,527,,Józef,Więckowski,
528,528,,Edmund,Aleksandrowicz,
529,529,,Konrad,Zaleski,
530,530,Gerard Boruszczak z o.o.,Gerard,Boruszczak,9275738695
531,531,Lesław Wertheim z o.o.,Lesław,Wertheim,3876110184
532,532,,Marian,Brzeziński,
533,533,,Bronisław,Piro,
534,534,,Hipolit,Łojkiewicz,
535,535,Wojciech Atlas z o.o.,Wojciech,Atlas,3634544991
536,536,,Alojzy,Babiarz,
537,537,,Juliusz,Grynkiewicz-Sudnik,
538,538,,Korneliusz,Wrzosek,
539,539,,Konstanty,Jus,
540,540,Dobiesław Bordolo z o.o.,Dobiesław,Bordolo,2360020980
541,541,,Tytus,Arnekker,
542,542,,Rudolf,Gawlik,
543,543,,Osman,Sosnowski,
544,544,,Mikołaj,Rudziński,
545,545,,Maria,Węgrzynowski,
546,546,,Władysław,Sitko,
547,547,Teodor Wyspiański z o.o.,Teodor,Wyspiański,8213330603
548,548,,August,Kaczkowski,
549,549,,Kornel,Słabicki,
550,550,,Gabriel,Brzeszczyński,
551,551,Stefan Orlewicz z o.o.,Stefan,Orlewicz,6626615907
552,552,Marek Maskowicz z o.o.,Marek,Maskowicz,1646152388
