ID,ADRES_ID,NAZWA,IMIE,NAZWISKO,NIP
224,224,Adam Mączyński z o.o.,Adam,Mączyński,4044025419
225,225,Stefan Wieroński z o.o.,Stefan,Wieroński,1015465879
226,226,,Hugo,Zawisza de Sulima,
227,227,Erazm Jacyna z o.o.,Erazm,Jacyna,8533801609
228,228,,Walery,Skrzywanek,
229,229,Andrzej Paciorek z o.o.,Andrzej,Paciorek,8428995938
230,230,,Witold,Jabłoński,
231,231,,Romuald,Janowski,
232,232,,Bertold,Roliński,
233,233,Ferdynand Wysłouch z o.o.,Ferdynand,Wysłouch,9285892163
234,234,,Ferdynand,Jungrav,
235,235,,Józef,Dąbek,
236,236,Lesław Piltz z o.o.,Lesław,Piltz,8879873177
237,237,Leonard Capałła z o.o.,Leonard,Capałła,4713221197
238,238,Wojciech Lewiński z o.o.,Wojciech,Lewiński,3341382016
239,239,,Marceli,Banaszewski,
240,240,,Osman,Hertel,
241,241,,Zygmunt,Niewęgłowski,
242,242,Janusz Dziadosz z o.o.,Janusz,Dziadosz,8985582739
243,243,,Marceli,Smorawiński,
244,244,,Stanisław,Budzik,
245,245,,Melchior,Pinkas,
246,246,,Tytus,Fryc,
247,247,,Norbert,Sztark,
248,248,Łucjan Bura z o.o.,Łucjan,Bura,1103798065
249,249,Apolinary Antoń z o.o.,Apolinary,Antoń,5473463709
250,250,Artur Plisowski z o.o.,Artur,Plisowski,6440185098
251,251,Edward Zawisza z o.o.,Edward,Zawisza,2722741262
252,252,Melchior Pachucki z o.o.,Melchior,Pachucki,2982441052
253,253,Walerian Poznański z o.o.,Walerian,Poznański,8145131696
254,254,,Henryk,Ralski,
255,255,Xawery Bursa z o.o.,Xawery,Bursa,4845369363
256,256,,Władysław,Brzechwa-Ajdukiewicz,
257,257,,Jakub,Kotowski,
258,258,,Olgierd,Baraniecki,
259,259,Ryszard Bieńkowski z o.o.,Ryszard,Bieńkowski,1260004822
260,260,,Zenon,Orlik-Rückemann,
261,261,Sylwester Pikulski z o.o.,Sylwester,Pikulski,3066772403
262,262,Bernard Pająk z o.o.,Bernard,Pająk,9793785673
263,263,Edward Landau z o.o.,Edward,Landau,6889459196
264,264,Eugeniusz Makowski z o.o.,Eugeniusz,Makowski,7641667603
265,265,,Zygmunt,Sawan,
266,266,Emilian Berger z o.o.,Emilian,Berger,9237210816
267,267,Emilian Horoch z o.o.,Emilian,Horoch,2257155214
268,268,,Emanuel,Toruń,
269,269,Piotr Olędzki z o.o.,Piotr,Olędzki,8108212369
270,270,Euzebiusz Rapszewicz z o.o.,Euzebiusz,Rapszewicz,5824018395
271,271,,Xawery,Fyda,
272,272,Walery Demel z o.o.,Walery,Demel,8184591241
273,273,,Witold,Kwaskowski,
274,274,Edwin Benesch z o.o.,Edwin,Benesch,6516317007
275,275,,Henryk,Witkowski,
276,276,,Michał,Capałła,
277,277,Kazimierz Bauer z o.o.,Kazimierz,Bauer,6496329892
278,278,,Modest,Makarczyk,
279,279,,Leonard,Roliński,
280,280,,Rudolf,Łagiewski,
281,281,,Otton,Bartak,
282,282,,Tytus,Kucza,
283,283,,Kornel,Korwin-Kossakowski,
284,284,,Fuad,Mięsowicz,
285,285,,Ottokar,Angerman,
286,286,Juliusz Konieczny z o.o.,Juliusz,Konieczny,9151671539
287,287,Zbigniew Hryniewski z o.o.,Zbigniew,Hryniewski,4616117550
288,288,Euzebiusz Boroń z o.o.,Euzebiusz,Boroń,4777796777
289,289,,Karol,Ostafin,
290,290,Cezary Boruszczak z o.o.,Cezary,Boruszczak,9237724097
291,291,,Władysław,Święcicki,
292,292,Rajmund Bardziński z o.o.,Rajmund,Bardziński,5271376139
293,293,,Alfred,Styrczula,
294,294,,Gabriel,Orawiec,
295,295,,Karol,Strzelczyk,
296,296,Juliusz Chirowski z o.o.,Juliusz,Chirowski,2583369416
297,297,Dobiesław Maskowicz z o.o.,Dobiesław,Maskowicz,9565060845
298,298,,Szczęsny,Charaszkiewicz,
299,299,Hieronim Ekkert z o.o.,Hieronim,Ekkert,6185488846
300,300,Dobiesław Sopoćko z o.o.,Dobiesław,Sopoćko,9632631830
301,301,Mieczysław Bartosiewicz z o.o.,Mieczysław,Bartosiewicz,8987893424
302,302,,Sylwester,Hordt,
303,303,,Albert,Siwula,
304,304,,Konstanty,Marszewski,
305,305,,Artur,Łuczak,
306,306,,Paweł,Szałowski,
307,307,Witold Plisowski z o.o.,Witold,Plisowski,6738135108
308,308,Ignacy Veltze z o.o.,Ignacy,Veltze,9056889003
309,309,,Paweł,Kreiss,
310,310,,Paweł,Bargieł,
311,311,,Konstanty,Jus,
312,312,Xawery Ciepichałł z o.o.,Xawery,Ciepichałł,1512215372
313,313,,Hipolit,Koskowski,
314,314,Tomasz Zegarski z o.o.,Tomasz,Zegarski,9578913959
315,315,,Julian,Fryc,
316,316,Gerard Korab-Janiewicz z o.o.,Gerard,Korab-Janiewicz,2125998416
317,317,,Modest,Buczek,
318,318,,Antoni,Bejnar,
319,319,,Jarosław,Tkaczow,
320,320,,Euzebiusz,Matukin,
321,321,Adam Cieński z o.o.,Adam,Cieński,9931154181
322,322,Lesław Wańkowicz z o.o.,Lesław,Wańkowicz,1515143681
323,323,,Szczęsny,Voit,
324,324,,Paweł,Donimirski,
325,325,Kanty Krannerwetter z o.o.,Kanty,Krannerwetter,6580558938
326,326,,Wincenty,Drobik,
327,327,,Emil,Banasiewicz,
328,328,,Modest,Samójłowicz-Salamonowicz,
329,329,,Romuald,Kiełbasiński,
330,330,,Marian,Jegliński,
331,331,Hipolit Bilewski z o.o.,Hipolit,Bilewski,3043244612
332,332,Zygfryd Witczak-Witaczyński z o.o.,Zygfryd,Witczak-Witaczyński,4439298453
333,333,Modest Maskowicz z o.o.,Modest,Maskowicz,8845488320
334,334,,Lucjan,Piękoś,
335,335,,Ignacy,Meyer,
336,336,Marceli Dominik z o.o.,Marceli,Dominik,5654152911
337,337,Edmund Ralski z o.o.,Edmund,Ralski,2262462300
338,338,Roman Drozdowski z o.o.,Roman,Drozdowski,5612704025
339,339,Lucjan Frączek z o.o.,Lucjan,Frączek,7560478182
340,340,,Erwin,Sołtan,
341,341,,Marian,Prugar-Ketling,
342,342,Ernest Świtalskis z o.o.,Ernest,Świtalskis,8932922163
343,343,Mikołaj Boczek z o.o.,Mikołaj,Boczek,5157901707
344,344,,Adam,Bazarnik,
345,345,Chrystian Sikorski z o.o.,Chrystian,Sikorski,8472253944
346,346,,Leon,Kuczewski,
347,347,,Ludomił,Szafran,
348,348,,Michał,Kownacki,
349,349,Adam Skrzydlewski z o.o.,Adam,Skrzydlewski,5752523094
350,350,,Modest,Ekert,
351,351,,Rafał,Guderski,
352,352,,Jan,Dobrzański,
353,353,,Artur,Chrościcki,
354,354,Lucjan Biały z o.o.,Lucjan,Biały,9714177300
355,355,Leszek Borowiec z o.o.,Leszek,Borowiec,3634542371
356,356,Edmund Orlik-Rückemann z o.o.,Edmund,Orlik-Rückemann,1399277799
357,357,Piotr Filipkowski z o.o.,Piotr,Filipkowski,4040700992
358,358,,Bronisław,Doskoczyński,
359,359,,Henryk,Buszyński,
360,360,Teofil Horodyński z o.o.,Teofil,Horodyński,2696717755
361,361,Łucjan Kister z o.o.,Łucjan,Kister,2599312384
362,362,,Felicjan,Prugar,
363,363,,Janusz,Blatkiewicz,
364,364,,Gwidon,Drozd-Gierymski,
365,365,Zenon Chełmoński z o.o.,Zenon,Chełmoński,3075073459
366,366,,Czesław,Ciemnołoński,
367,367,,Henryk,Bajer,
368,368,,Olgierd,Mięsowicz,
369,369,,Xawery,Czynciel,
370,370,,Wojciech,Profic,
371,371,,Bruno,Nakoniecznikoff-Klukowski,
372,372,Olgierd Tumidajski z o.o.,Olgierd,Tumidajski,1844668120
373,373,,Walerian,Mączyński,
374,374,,Szymon,Krautwald de Annau,
375,375,,Adolf,Lichtarowicz,
376,376,,Osman,Kutyba,
377,377,Zygfryd Modrzewski z o.o.,Zygfryd,Modrzewski,9819980975
378,378,,Walery,Marszewski,
379,379,,Melchior,Bober,
380,380,,Alfons,Bojarski,
381,381,,Artur,Chełmecki,
382,382,Euzebiusz Śpiewak z o.o.,Euzebiusz,Śpiewak,6057741661
383,383,,Emanuel,Bianchi,
384,384,,Albert,Łojkiewicz,
385,385,,Szymon,Ciałowicz,
386,386,,Kornel,Blok,
387,387,,Maksymilian,Mielęcki,
388,388,,Ludomił,Czeszejko-Sochacki,
389,389,,Czesław,Suzin,
390,390,,Jarosław,Klimecki,
391,391,,Jan,Plewako,
392,392,August Bobowski z o.o.,August,Bobowski,8040438688
393,393,,Jarosław,Jus,
394,394,Xawery Zdanowski z o.o.,Xawery,Zdanowski,5972263150
395,395,,Józef,Zienkiewicz,
396,396,,Sylwester,Orłoś,
397,397,,Aleksander,Krautwald de Annau,
398,398,Rudolf Kleeberg z o.o.,Rudolf,Kleeberg,3669179142
399,399,Marian Gryczman z o.o.,Marian,Gryczman,5559584673
400,400,,Wiktor,Buszyński,
401,401,Feliks Zawiślański z o.o.,Feliks,Zawiślański,5263803160
402,402,,Jerzy,Białokoziewicz,
403,403,,Marek,Dominik,
404,404,,Hieronim,Wierzba,
405,405,Antoni Kuszelewski z o.o.,Antoni,Kuszelewski,3289846427
406,406,,Eugeniusz,Prochownik,
407,407,Albert Wenzel z o.o.,Albert,Wenzel,6510151976
408,408,Andrzej Salnicki z o.o.,Andrzej,Salnicki,8586865218
409,409,,Narcyz,Bączkiewicz,
410,410,,Jędrzej,Białkowski,
411,411,Ignacy Albrycht z o.o.,Ignacy,Albrycht,1087484949
412,412,,Teodor,Bernatowicz,
413,413,,Józef,Świnarski,
414,414,Gabriel Balcewicz z o.o.,Gabriel,Balcewicz,6294616940
415,415,Konrad Brzeziński z o.o.,Konrad,Brzeziński,3667617772
416,416,,Sergiusz,Zygadłowicz,
417,417,,Leon,Banasiński,
418,418,,Edmund,Leśniak,
419,419,Władysław Mackiewicz z o.o.,Władysław,Mackiewicz,5643310477
420,420,Ferdynand Grzmot-Skotnicki z o.o.,Ferdynand,Grzmot-Skotnicki,7530366431
421,421,,Lech,Mrowec,
422,422,,Wojciech,Wilczyński,
423,423,Bronisław Sulimirski z o.o.,Bronisław,Sulimirski,7479589775
424,424,Ferdynand Skierski z o.o.,Ferdynand,Skierski,4635512504
425,425,Bazyli Stotko z o.o.,Bazyli,Stotko,8308043724
426,426,Maria Meyer z o.o.,Maria,Meyer,6493209569
427,427,Leopold Kurek z o.o.,Leopold,Kurek,2056089817
428,428,Witold Kwapniewski z o.o.,Witold,Kwapniewski,5503725563
429,429,Iwo Węgrzyn z o.o.,Iwo,Węgrzyn,6739271641
430,430,,Gustaw,Skrzydlewski,
431,431,Julian Ścibor-Rylski z o.o.,Julian,Ścibor-Rylski,8892571572
432,432,Fuad Hecht z o.o.,Fuad,Hecht,3670282309
433,433,,Iwo,Tomaszewski,
434,434,,Ludwik,Kitlas,
435,435,,Wilhelm,Werschner,
436,436,,Adolf,Serednicki,
437,437,,Ignacy,Bargieł,
438,438,,Adolf,Myszkowski,
439,439,,Chrystian,Morawski,
440,440,Lucjan Kłopotowski z o.o.,Lucjan,Kłopotowski,1684899610
441,441,,Justyn,Serednicki,
442,442,Adolf Budzik z o.o.,Adolf,Budzik,8793221095
443,443,,Marian,Bereza,
444,444,Korneliusz Lamers z o.o.,Korneliusz,Lamers,1537715326
445,445,Romuald Mikke z o.o.,Romuald,Mikke,5801987914
446,446,,Gustaw,Stachiewicz,
447,447,,Marian,Szczepanowski,
448,448,,Marian,Czarnocki,
449,449,Ludwik Gawlik z o.o.,Ludwik,Gawlik,2999349663
450,450,,Ottokar,Kopeć,
451,451,,Walerian,Bocheński,
452,452,Mikołaj Blatkiewicz z o.o.,Mikołaj,Blatkiewicz,1407134126
453,453,,Medard,Krudowski,
454,454,,Leopold,Armiński,
455,455,,Korneliusz,Ciechanowski,
456,456,,Emanuel,Krzywiec,
457,457,,Cezary,Orlik-Rückemann,
458,458,Józef Quirini z o.o.,Józef,Quirini,4216882072
459,459,Edward Rayski z o.o.,Edward,Rayski,4302823325
460,460,Xawery Załuska z o.o.,Xawery,Załuska,5221637051
461,461,,Michał,Maks,
462,462,,Kanty,Siwy,
463,463,,Otton,Kamiński,
464,464,Apolinary Schramm z o.o.,Apolinary,Schramm,2264881404
465,465,,Ignacy,Cepa,
466,466,Marcin Bałachowski z o.o.,Marcin,Bałachowski,3184469366
467,467,,Norbert,Buchcik,
468,468,,Leonard,Węglowski,
469,469,Szczęsny Włostowski z o.o.,Szczęsny,Włostowski,7762994044
470,470,Wincenty Gorczyca z o.o.,Wincenty,Gorczyca,9479667219
471,471,Felicjan Brożek z o.o.,Felicjan,Brożek,7876307491
472,472,,Anastazy,Mokrzycki,
473,473,Brunon Kister z o.o.,Brunon,Kister,4101149933
474,474,Zdzisław Dreszer z o.o.,Zdzisław,Dreszer,3422391041
475,475,,Henryk,Osmolski,
476,476,Konrad Grzechowiak z o.o.,Konrad,Grzechowiak,1888343485
477,477,,Władysław,Taczak,
478,478,,Kornel,Wrzosek,
479,479,,Jarosław,Warmuzek,
480,480,Tytus Nakoniecznikoff-Klukowski z o.o.,Tytus,Nakoniecznikoff-Klukowski,1861616261
481,481,Janusz Bryliński z o.o.,Janusz,Bryliński,3804362283
482,482,,Emanuel,Niemira,
483,483,,Jędrzej,Kowalewski,
484,484,,Ludwik,Herman,
485,485,Lesław Wołkowicki z o.o.,Lesław,Wołkowicki,6647926398
486,486,Andrzej Dusiewicz z o.o.,Andrzej,Dusiewicz,3651151426
487,487,,Gustaw,Czikel,
488,488,,Osman,Okulicz-Kozaryn,
489,489,,Mieczysław,Kamiński,
490,490,,Wojciech,Pełczyński,
491,491,,Justyn,Majewski,
492,492,Xawery Pęczkowski z o.o.,Xawery,Pęczkowski,1276484955
493,493,,Emil,Sabliński,
494,494,Edward Grączykowski z o.o.,Edward,Grączykowski,1286116826
495,495,Julian Gościewicz z o.o.,Julian,Gościewicz,3419621672
496,496,,Bolesław,Myśliński,
497,497,Felicjan Englert z o.o.,Felicjan,Englert,9194889088
498,498,,Filip,Dzierżykraj-Morawski,
499,499,,Piotr,Orlicz-Dreszer,
500,500,Zenon Bielecki z o.o.,Zenon,Bielecki,8193864344
501,501,Zdzisław Jus z o.o.,Zdzisław,Jus,5333516374
502,502,,Zygfryd,Bartak,
503,503,,Otton,Wrażej,
504,504,,Marceli,Porwit,
505,505,,Wacław,Bartoszyński,
506,506,,Wojciech,Galos,
507,507,Teofil Zawisza z o.o.,Teofil,Zawisza,3210576399
508,508,,Herman,Jastrzębski,
509,509,,Teodor,Kurek,
510,510,Teodor Sidor z o.o.,Teodor,Sidor,7621318426
511,511,Bruno Weyde z o.o.,Bruno,Weyde,9361746394
512,512,,Piotr,Rentgen-Güntner,
513,513,Paweł Jeszke z o.o.,Paweł,Jeszke,1820221092
514,514,,Erazm,Perkowicz,
515,515,,Alojzy,Widacki,
516,516,Władysław Kitlas z o.o.,Władysław,Kitlas,3262249926
517,517,,Gwidon,Szydłowski,
518,518,Melchior Loth z o.o.,Melchior,Loth,8916741062
519,519,,Janusz,Kossecki,
520,520,,Felicjan,Świtalski,
521,521,,Mikołaj,Grzechowiak,
522,522,,Emilian,Łagiewski,
523,523,,Rajmund,Korniłowicz,
524,524,Piotr Kawecki z o.o.,Piotr,Kawecki,3050937512
525,525,Hipolit Flatau z o.o.,Hipolit,Flatau,7021958806
526,526,,Adolf,Suzin,
527,527,,Witold,Beranek,
528,528,Medard Mrozek z o.o.,Medard,Mrozek,3654934343
529,529,,Hugo,Wyżykowski,
530,530,,Fryderyk,Karnibad,
531,531,,Michał,Kaczkowski,
532,532,Heliodor Ziętkiewicz z o.o.,Heliodor,Ziętkiewicz,4717246375
533,533,,Fryderyk,Raganowicz,
534,534,Adam Brzeziński-Dunin z o.o.,Adam,Brzeziński-Dunin,6980054254
535,535,,Sylwester,Zwonarz,
536,536,,Konrad,Zagórski,
537,537,Karol Sawczyński z o.o.,Karol,Sawczyński,7292363050
538,538,,Wincenty,Nawrocki,
539,539,Gabriel Lisiewicz z o.o.,Gabriel,Lisiewicz,7733763292
540,540,,Bernard,Kubiczek,
541,541,,Bertold,Capałła,
542,542,,Anastazy,Gebel,
543,543,,Witold,Makarczyk,
544,544,,Tytus,Zabierzowski,
545,545,Otton Kownacki z o.o.,Otton,Kownacki,6527635358
